PostDate,JobFamily,CountIdIndexed
29-05-2021,Retail Staff,0.6513
29-05-2021,Sales,0.4324
29-05-2021,Security,0.8186
29-05-2021,Skilled Trades,0.6173
29-05-2021,Supply Chain Staff,0.6264
29-05-2021,Unassigned,0.2505
30-05-2021,Customer Service,0.6477
30-05-2021,Entertainment and Recreation,0.3326
30-05-2021,Facilities/Constr,0.3543
30-05-2021,Finance/Insurance,0.4484
30-05-2021,Food & Beverage,0.6995
30-05-2021,Healthcare,0.4066
30-05-2021,Hospitality Staff,0.4117
30-05-2021,Human Resources,0.346
30-05-2021,IT,0.1669
30-05-2021,Manufacturing/Operations Staff,0.3968
30-05-2021,Marketing/Advertising,0.3859
30-05-2021,Product Management,0.6238
30-05-2021,Retail Staff,0.5545
30-05-2021,Sales,0.3647
30-05-2021,Security,0.6611
30-05-2021,Skilled Trades,0.4945
30-05-2021,Supply Chain Staff,0.5111
30-05-2021,Unassigned,0.2062
31-05-2021,Customer Service,0.5749
31-05-2021,Entertainment and Recreation,0.2925
31-05-2021,Facilities/Constr,0.3083
31-05-2021,Finance/Insurance,0.3981
31-05-2021,Food & Beverage,0.6321
31-05-2021,Healthcare,0.3629
31-05-2021,Hospitality Staff,0.3745
31-05-2021,Human Resources,0.2992
31-05-2021,IT,0.1452
31-05-2021,Manufacturing/Operations Staff,0.3492
31-05-2021,Marketing/Advertising,0.3498
31-05-2021,Product Management,0.552
31-05-2021,Retail Staff,0.4989
31-05-2021,Sales,0.3261
31-05-2021,Security,0.5856
31-05-2021,Skilled Trades,0.4396
31-05-2021,Supply Chain Staff,0.4507
31-05-2021,Unassigned,0.1834
01-06-2021,Customer Service,0.5511
01-06-2021,Entertainment and Recreation,0.3016
01-06-2021,Facilities/Constr,0.3088
01-06-2021,Finance/Insurance,0.4233
01-06-2021,Food & Beverage,0.6243
01-06-2021,Healthcare,0.3671
01-06-2021,Hospitality Staff,0.3892
01-06-2021,Human Resources,0.3049
01-06-2021,IT,0.1444
01-06-2021,Manufacturing/Operations Staff,0.3553
01-06-2021,Marketing/Advertising,0.3746
01-06-2021,Product Management,0.5845
01-06-2021,Retail Staff,0.4942
01-06-2021,Sales,0.3427
01-06-2021,Security,0.5662
01-06-2021,Skilled Trades,0.4439
01-06-2021,Supply Chain Staff,0.4724
01-06-2021,Unassigned,0.1862
02-06-2021,Customer Service,0.5684
02-06-2021,Entertainment and Recreation,0.3463
02-06-2021,Facilities/Constr,0.3404
02-06-2021,Finance/Insurance,0.4927
02-06-2021,Food & Beverage,0.6666
02-06-2021,Healthcare,0.4122
02-06-2021,Hospitality Staff,0.4323
02-06-2021,Human Resources,0.3451
02-06-2021,IT,0.1601
02-06-2021,Manufacturing/Operations Staff,0.4088
02-06-2021,Marketing/Advertising,0.4336
02-06-2021,Product Management,0.6688
02-06-2021,Retail Staff,0.5259
02-06-2021,Sales,0.3987
02-06-2021,Security,0.6136
02-06-2021,Skilled Trades,0.5011
02-06-2021,Supply Chain Staff,0.5439
02-06-2021,Unassigned,0.2063
03-06-2021,Customer Service,0.5297
03-06-2021,Entertainment and Recreation,0.3292
03-06-2021,Facilities/Constr,0.3188
03-06-2021,Finance/Insurance,0.4753
03-06-2021,Food & Beverage,0.6542
03-06-2021,Healthcare,0.4004
03-06-2021,Hospitality Staff,0.4093
03-06-2021,Human Resources,0.3187
03-06-2021,IT,0.1477
03-06-2021,Manufacturing/Operations Staff,0.3657
03-06-2021,Marketing/Advertising,0.4117
03-06-2021,Product Management,0.6406
03-06-2021,Retail Staff,0.5062
03-06-2021,Sales,0.387
03-06-2021,Security,0.5612
03-06-2021,Skilled Trades,0.4695
03-06-2021,Supply Chain Staff,0.5159
03-06-2021,Unassigned,0.194
04-06-2021,Customer Service,0.6967
04-06-2021,Entertainment and Recreation,0.4468
04-06-2021,Facilities/Constr,0.4795
04-06-2021,Finance/Insurance,0.6664
04-06-2021,Food & Beverage,0.838
04-06-2021,Healthcare,0.489
04-06-2021,Hospitality Staff,0.5751
04-06-2021,Human Resources,0.4147
04-06-2021,IT,0.2026
04-06-2021,Manufacturing/Operations Staff,0.5275
04-06-2021,Marketing/Advertising,0.6713
04-06-2021,Product Management,0.9124
04-06-2021,Retail Staff,0.6698
04-06-2021,Sales,0.613
04-06-2021,Security,0.6822
04-06-2021,Skilled Trades,0.6091
04-06-2021,Supply Chain Staff,0.6298
04-06-2021,Unassigned,0.2501
05-06-2021,Customer Service,0.7387
05-06-2021,Entertainment and Recreation,0.4619
05-06-2021,Facilities/Constr,0.5001
05-06-2021,Finance/Insurance,0.7131
05-06-2021,Food & Beverage,0.8692
05-06-2021,Healthcare,0.5013
05-06-2021,Hospitality Staff,0.6051
05-06-2021,Human Resources,0.4064
05-06-2021,IT,0.2126
05-06-2021,Manufacturing/Operations Staff,0.5357
05-06-2021,Marketing/Advertising,0.7515
05-06-2021,Product Management,0.9991
05-06-2021,Retail Staff,0.7037
05-06-2021,Sales,0.6684
05-06-2021,Security,0.6715
05-06-2021,Skilled Trades,0.627
05-06-2021,Supply Chain Staff,0.6616
05-06-2021,Unassigned,0.2598
06-06-2021,Customer Service,0.7796
06-06-2021,Entertainment and Recreation,0.4758
06-06-2021,Facilities/Constr,0.5262
06-06-2021,Finance/Insurance,0.7417
06-06-2021,Food & Beverage,0.9156
06-06-2021,Healthcare,0.5231
06-06-2021,Hospitality Staff,0.6366
06-06-2021,Human Resources,0.4184
06-06-2021,IT,0.2232
06-06-2021,Manufacturing/Operations Staff,0.5651
06-06-2021,Marketing/Advertising,0.8051
06-06-2021,Product Management,1.0457
06-06-2021,Retail Staff,0.7393
06-06-2021,Sales,0.7151
06-06-2021,Security,0.692
06-06-2021,Skilled Trades,0.6478
06-06-2021,Supply Chain Staff,0.6747
06-06-2021,Unassigned,0.2684
07-06-2021,Customer Service,0.8008
07-06-2021,Entertainment and Recreation,0.4772
07-06-2021,Facilities/Constr,0.5371
07-06-2021,Finance/Insurance,0.7516
07-06-2021,Food & Beverage,0.9412
07-06-2021,Healthcare,0.5222
07-06-2021,Hospitality Staff,0.6461
07-06-2021,Human Resources,0.4179
07-06-2021,IT,0.2262
07-06-2021,Manufacturing/Operations Staff,0.5793
07-06-2021,Marketing/Advertising,0.8339
07-06-2021,Product Management,1.0565
07-06-2021,Retail Staff,0.7577
07-06-2021,Sales,0.7425
07-06-2021,Security,0.6701
07-06-2021,Skilled Trades,0.6588
07-06-2021,Supply Chain Staff,0.6776
07-06-2021,Unassigned,0.27
08-06-2021,Customer Service,0.7438
08-06-2021,Entertainment and Recreation,0.4287
08-06-2021,Facilities/Constr,0.4978
08-06-2021,Finance/Insurance,0.6842
08-06-2021,Food & Beverage,0.8634
08-06-2021,Healthcare,0.4698
08-06-2021,Hospitality Staff,0.5819
08-06-2021,Human Resources,0.3754
08-06-2021,IT,0.2079
08-06-2021,Manufacturing/Operations Staff,0.5279
08-06-2021,Marketing/Advertising,0.7652
08-06-2021,Product Management,0.9527
08-06-2021,Retail Staff,0.6938
08-06-2021,Sales,0.6841
08-06-2021,Security,0.6051
08-06-2021,Skilled Trades,0.599
08-06-2021,Supply Chain Staff,0.5985
08-06-2021,Unassigned,0.2443
09-06-2021,Customer Service,0.7523
09-06-2021,Entertainment and Recreation,0.4009
09-06-2021,Facilities/Constr,0.4905
09-06-2021,Finance/Insurance,0.6529
09-06-2021,Food & Beverage,0.8373
09-06-2021,Healthcare,0.451
09-06-2021,Hospitality Staff,0.5581
09-06-2021,Human Resources,0.3527
09-06-2021,IT,0.2015
09-06-2021,Manufacturing/Operations Staff,0.5108
09-06-2021,Marketing/Advertising,0.7265
09-06-2021,Product Management,0.8807
09-06-2021,Retail Staff,0.6816
09-06-2021,Sales,0.6305
09-06-2021,Security,0.6033
09-06-2021,Skilled Trades,0.5832
09-06-2021,Supply Chain Staff,0.5736
09-06-2021,Unassigned,0.2372
10-06-2021,Customer Service,0.805
10-06-2021,Entertainment and Recreation,0.427
10-06-2021,Facilities/Constr,0.5289
10-06-2021,Finance/Insurance,0.6895
10-06-2021,Food & Beverage,0.8505
10-06-2021,Healthcare,0.4751
10-06-2021,Hospitality Staff,0.5783
10-06-2021,Human Resources,0.3804
10-06-2021,IT,0.2129
10-06-2021,Manufacturing/Operations Staff,0.5654
10-06-2021,Marketing/Advertising,0.7567
10-06-2021,Product Management,0.8915
10-06-2021,Retail Staff,0.7071
10-06-2021,Sales,0.6419
10-06-2021,Security,0.6626
10-06-2021,Skilled Trades,0.6335
10-06-2021,Supply Chain Staff,0.623
10-06-2021,Unassigned,0.2534
11-06-2021,Customer Service,0.6451
11-06-2021,Entertainment and Recreation,0.338
11-06-2021,Facilities/Constr,0.3769
11-06-2021,Finance/Insurance,0.5146
11-06-2021,Food & Beverage,0.7134
11-06-2021,Healthcare,0.3971
11-06-2021,Hospitality Staff,0.4215
11-06-2021,Human Resources,0.2819
11-06-2021,IT,0.1611
11-06-2021,Manufacturing/Operations Staff,0.4163
11-06-2021,Marketing/Advertising,0.5199
11-06-2021,Product Management,0.6162
11-06-2021,Retail Staff,0.5563
11-06-2021,Sales,0.4277
11-06-2021,Security,0.5545
11-06-2021,Skilled Trades,0.5207
11-06-2021,Supply Chain Staff,0.5443
11-06-2021,Unassigned,0.2076
12-06-2021,Customer Service,0.646
12-06-2021,Entertainment and Recreation,0.3616
12-06-2021,Facilities/Constr,0.3954
12-06-2021,Finance/Insurance,0.5197
12-06-2021,Food & Beverage,0.7324
12-06-2021,Healthcare,0.4177
12-06-2021,Hospitality Staff,0.4412
12-06-2021,Human Resources,0.3204
12-06-2021,IT,0.1662
12-06-2021,Manufacturing/Operations Staff,0.4562
12-06-2021,Marketing/Advertising,0.4785
12-06-2021,Product Management,0.5895
12-06-2021,Retail Staff,0.5684
12-06-2021,Sales,0.4046
12-06-2021,Security,0.6145
12-06-2021,Skilled Trades,0.5485
12-06-2021,Supply Chain Staff,0.5845
12-06-2021,Unassigned,0.2167
13-06-2021,Customer Service,0.6028
13-06-2021,Entertainment and Recreation,0.3456
13-06-2021,Facilities/Constr,0.3708
13-06-2021,Finance/Insurance,0.4951
13-06-2021,Food & Beverage,0.6858
13-06-2021,Healthcare,0.3982
13-06-2021,Hospitality Staff,0.4026
13-06-2021,Human Resources,0.3082
13-06-2021,IT,0.1578
13-06-2021,Manufacturing/Operations Staff,0.427
13-06-2021,Marketing/Advertising,0.4252
13-06-2021,Product Management,0.5481
13-06-2021,Retail Staff,0.5329
13-06-2021,Sales,0.3563
13-06-2021,Security,0.5978
13-06-2021,Skilled Trades,0.5358
13-06-2021,Supply Chain Staff,0.5841
13-06-2021,Unassigned,0.2093
14-06-2021,Customer Service,0.609
14-06-2021,Entertainment and Recreation,0.3741
14-06-2021,Facilities/Constr,0.395
14-06-2021,Finance/Insurance,0.5184
14-06-2021,Food & Beverage,0.6922
14-06-2021,Healthcare,0.4239
14-06-2021,Hospitality Staff,0.4261
14-06-2021,Human Resources,0.3224
14-06-2021,IT,0.167
14-06-2021,Manufacturing/Operations Staff,0.4498
14-06-2021,Marketing/Advertising,0.4103
14-06-2021,Product Management,0.5668
14-06-2021,Retail Staff,0.5357
14-06-2021,Sales,0.3475
14-06-2021,Security,0.6622
14-06-2021,Skilled Trades,0.5595
14-06-2021,Supply Chain Staff,0.625
14-06-2021,Unassigned,0.22
15-06-2021,Customer Service,0.7162
15-06-2021,Entertainment and Recreation,0.4467
15-06-2021,Facilities/Constr,0.4635
15-06-2021,Finance/Insurance,0.6009
15-06-2021,Food & Beverage,0.8076
15-06-2021,Healthcare,0.5024
15-06-2021,Hospitality Staff,0.4896
15-06-2021,Human Resources,0.3711
15-06-2021,IT,0.1964
15-06-2021,Manufacturing/Operations Staff,0.5355
15-06-2021,Marketing/Advertising,0.4771
15-06-2021,Product Management,0.6659
15-06-2021,Retail Staff,0.6374
15-06-2021,Sales,0.4049
15-06-2021,Security,0.7982
15-06-2021,Skilled Trades,0.6575
15-06-2021,Supply Chain Staff,0.737
15-06-2021,Unassigned,0.2585
16-06-2021,Customer Service,0.7232
16-06-2021,Entertainment and Recreation,0.4545
16-06-2021,Facilities/Constr,0.4779
16-06-2021,Finance/Insurance,0.599
16-06-2021,Food & Beverage,0.8224
16-06-2021,Healthcare,0.5151
16-06-2021,Hospitality Staff,0.4952
16-06-2021,Human Resources,0.3723
16-06-2021,IT,0.1967
16-06-2021,Manufacturing/Operations Staff,0.5332
16-06-2021,Marketing/Advertising,0.4823
16-06-2021,Product Management,0.6911
16-06-2021,Retail Staff,0.6469
16-06-2021,Sales,0.4146
16-06-2021,Security,0.8043
16-06-2021,Skilled Trades,0.6484
16-06-2021,Supply Chain Staff,0.7407
16-06-2021,Unassigned,0.2601
17-06-2021,Customer Service,0.7169
17-06-2021,Entertainment and Recreation,0.4541
17-06-2021,Facilities/Constr,0.4657
17-06-2021,Finance/Insurance,0.5958
17-06-2021,Food & Beverage,0.8262
17-06-2021,Healthcare,0.512
17-06-2021,Hospitality Staff,0.5024
17-06-2021,Human Resources,0.3726
17-06-2021,IT,0.1973
17-06-2021,Manufacturing/Operations Staff,0.5263
17-06-2021,Marketing/Advertising,0.4811
17-06-2021,Product Management,0.7285
17-06-2021,Retail Staff,0.6527
17-06-2021,Sales,0.4109
17-06-2021,Security,0.8082
17-06-2021,Skilled Trades,0.6283
17-06-2021,Supply Chain Staff,0.7365
17-06-2021,Unassigned,0.2598
18-06-2021,Customer Service,0.6922
18-06-2021,Entertainment and Recreation,0.4277
18-06-2021,Facilities/Constr,0.4515
18-06-2021,Finance/Insurance,0.5826
18-06-2021,Food & Beverage,0.7735
18-06-2021,Healthcare,0.5026
18-06-2021,Hospitality Staff,0.489
18-06-2021,Human Resources,0.3583
18-06-2021,IT,0.1932
18-06-2021,Manufacturing/Operations Staff,0.5109
18-06-2021,Marketing/Advertising,0.4759
18-06-2021,Product Management,0.7307
18-06-2021,Retail Staff,0.6356
18-06-2021,Sales,0.3922
18-06-2021,Security,0.7924
18-06-2021,Skilled Trades,0.6026
18-06-2021,Supply Chain Staff,0.7074
18-06-2021,Unassigned,0.2491
19-06-2021,Customer Service,0.6514
19-06-2021,Entertainment and Recreation,0.3941
19-06-2021,Facilities/Constr,0.4143
19-06-2021,Finance/Insurance,0.5378
19-06-2021,Food & Beverage,0.7181
19-06-2021,Healthcare,0.4726
19-06-2021,Hospitality Staff,0.4446
19-06-2021,Human Resources,0.3252
19-06-2021,IT,0.1767
19-06-2021,Manufacturing/Operations Staff,0.4716
19-06-2021,Marketing/Advertising,0.4437
19-06-2021,Product Management,0.6771
19-06-2021,Retail Staff,0.5946
19-06-2021,Sales,0.3544
19-06-2021,Security,0.7324
19-06-2021,Skilled Trades,0.5659
19-06-2021,Supply Chain Staff,0.6485
19-06-2021,Unassigned,0.2321
20-06-2021,Customer Service,0.646
20-06-2021,Entertainment and Recreation,0.3919
20-06-2021,Facilities/Constr,0.4123
20-06-2021,Finance/Insurance,0.5315
20-06-2021,Food & Beverage,0.7153
20-06-2021,Healthcare,0.4723
20-06-2021,Hospitality Staff,0.4374
20-06-2021,Human Resources,0.3226
20-06-2021,IT,0.1721
20-06-2021,Manufacturing/Operations Staff,0.4673
20-06-2021,Marketing/Advertising,0.437
20-06-2021,Product Management,0.6697
20-06-2021,Retail Staff,0.5895
20-06-2021,Sales,0.3505
20-06-2021,Security,0.7225
20-06-2021,Skilled Trades,0.5609
20-06-2021,Supply Chain Staff,0.6346
20-06-2021,Unassigned,0.2303
21-06-2021,Customer Service,0.6303
21-06-2021,Entertainment and Recreation,0.3875
21-06-2021,Facilities/Constr,0.3965
21-06-2021,Finance/Insurance,0.5232
21-06-2021,Food & Beverage,0.7025
21-06-2021,Healthcare,0.4653
21-06-2021,Hospitality Staff,0.4125
21-06-2021,Human Resources,0.3213
21-06-2021,IT,0.1659
21-06-2021,Manufacturing/Operations Staff,0.457
21-06-2021,Marketing/Advertising,0.4291
21-06-2021,Product Management,0.6458
21-06-2021,Retail Staff,0.5779
21-06-2021,Sales,0.3381
21-06-2021,Security,0.6958
21-06-2021,Skilled Trades,0.5488
21-06-2021,Supply Chain Staff,0.6161
21-06-2021,Unassigned,0.227
22-06-2021,Customer Service,0.7077
22-06-2021,Entertainment and Recreation,0.4389
22-06-2021,Facilities/Constr,0.4384
22-06-2021,Finance/Insurance,0.5652
22-06-2021,Food & Beverage,0.7905
22-06-2021,Healthcare,0.5368
22-06-2021,Hospitality Staff,0.5139
22-06-2021,Human Resources,0.3689
22-06-2021,IT,0.1996
22-06-2021,Manufacturing/Operations Staff,0.523
22-06-2021,Marketing/Advertising,0.472
22-06-2021,Product Management,0.6954
22-06-2021,Retail Staff,0.6262
22-06-2021,Sales,0.3802
22-06-2021,Security,0.7997
22-06-2021,Skilled Trades,0.6221
22-06-2021,Supply Chain Staff,0.6463
22-06-2021,Unassigned,0.254
23-06-2021,Customer Service,0.6975
23-06-2021,Entertainment and Recreation,0.4391
23-06-2021,Facilities/Constr,0.425
23-06-2021,Finance/Insurance,0.5504
23-06-2021,Food & Beverage,0.7969
23-06-2021,Healthcare,0.5163
23-06-2021,Hospitality Staff,0.5014
23-06-2021,Human Resources,0.364
23-06-2021,IT,0.2044
23-06-2021,Manufacturing/Operations Staff,0.5179
23-06-2021,Marketing/Advertising,0.4669
23-06-2021,Product Management,0.6623
23-06-2021,Retail Staff,0.6214
23-06-2021,Sales,0.3889
23-06-2021,Security,0.8009
23-06-2021,Skilled Trades,0.6343
23-06-2021,Supply Chain Staff,0.6196
23-06-2021,Unassigned,0.25
24-06-2021,Customer Service,0.6788
24-06-2021,Entertainment and Recreation,0.4431
24-06-2021,Facilities/Constr,0.4401
24-06-2021,Finance/Insurance,0.5364
24-06-2021,Food & Beverage,0.7985
24-06-2021,Healthcare,0.5141
24-06-2021,Hospitality Staff,0.5151
24-06-2021,Human Resources,0.3542
24-06-2021,IT,0.2025
24-06-2021,Manufacturing/Operations Staff,0.5157
24-06-2021,Marketing/Advertising,0.4487
24-06-2021,Product Management,0.6119
24-06-2021,Retail Staff,0.6134
24-06-2021,Sales,0.388
24-06-2021,Security,0.7979
24-06-2021,Skilled Trades,0.6384
24-06-2021,Supply Chain Staff,0.6024
24-06-2021,Unassigned,0.2476
25-06-2021,Customer Service,0.6544
25-06-2021,Entertainment and Recreation,0.4519
25-06-2021,Facilities/Constr,0.4568
25-06-2021,Finance/Insurance,0.5308
25-06-2021,Food & Beverage,0.7954
25-06-2021,Healthcare,0.5123
25-06-2021,Hospitality Staff,0.523
25-06-2021,Human Resources,0.3597
25-06-2021,IT,0.2012
25-06-2021,Manufacturing/Operations Staff,0.5228
25-06-2021,Marketing/Advertising,0.4295
25-06-2021,Product Management,0.6092
25-06-2021,Retail Staff,0.5907
25-06-2021,Sales,0.3804
25-06-2021,Security,0.7822
25-06-2021,Skilled Trades,0.6473
25-06-2021,Supply Chain Staff,0.5852
25-06-2021,Unassigned,0.2468
26-06-2021,Customer Service,0.6201
26-06-2021,Entertainment and Recreation,0.454
26-06-2021,Facilities/Constr,0.4659
26-06-2021,Finance/Insurance,0.5174
26-06-2021,Food & Beverage,0.7794
26-06-2021,Healthcare,0.5074
26-06-2021,Hospitality Staff,0.514
26-06-2021,Human Resources,0.3557
26-06-2021,IT,0.2002
26-06-2021,Manufacturing/Operations Staff,0.516
26-06-2021,Marketing/Advertising,0.4138
26-06-2021,Product Management,0.6193
26-06-2021,Retail Staff,0.5625
26-06-2021,Sales,0.3835
26-06-2021,Security,0.7774
26-06-2021,Skilled Trades,0.6389
26-06-2021,Supply Chain Staff,0.5676
26-06-2021,Unassigned,0.2414
27-06-2021,Customer Service,0.5961
27-06-2021,Entertainment and Recreation,0.4526
27-06-2021,Facilities/Constr,0.4654
27-06-2021,Finance/Insurance,0.5143
27-06-2021,Food & Beverage,0.7572
27-06-2021,Healthcare,0.5063
27-06-2021,Hospitality Staff,0.5158
27-06-2021,Human Resources,0.3534
27-06-2021,IT,0.2008
27-06-2021,Manufacturing/Operations Staff,0.5158
27-06-2021,Marketing/Advertising,0.4054
27-06-2021,Product Management,0.6103
27-06-2021,Retail Staff,0.5459
27-06-2021,Sales,0.3761
27-06-2021,Security,0.7754
27-06-2021,Skilled Trades,0.6349
27-06-2021,Supply Chain Staff,0.5575
27-06-2021,Unassigned,0.2385
28-06-2021,Customer Service,0.5475
28-06-2021,Entertainment and Recreation,0.4149
28-06-2021,Facilities/Constr,0.436
28-06-2021,Finance/Insurance,0.4643
28-06-2021,Food & Beverage,0.6925
28-06-2021,Healthcare,0.4656
28-06-2021,Hospitality Staff,0.4802
28-06-2021,Human Resources,0.3297
28-06-2021,IT,0.188
28-06-2021,Manufacturing/Operations Staff,0.4719
28-06-2021,Marketing/Advertising,0.3737
28-06-2021,Product Management,0.568
28-06-2021,Retail Staff,0.5004
28-06-2021,Sales,0.3484
28-06-2021,Security,0.725
28-06-2021,Skilled Trades,0.5855
28-06-2021,Supply Chain Staff,0.5063
28-06-2021,Unassigned,0.2183
29-06-2021,Customer Service,0.3684
29-06-2021,Entertainment and Recreation,0.3024
29-06-2021,Facilities/Constr,0.3295
29-06-2021,Finance/Insurance,0.3371
29-06-2021,Food & Beverage,0.5012
29-06-2021,Healthcare,0.3207
29-06-2021,Hospitality Staff,0.3275
29-06-2021,Human Resources,0.2363
29-06-2021,IT,0.1272
29-06-2021,Manufacturing/Operations Staff,0.3281
29-06-2021,Marketing/Advertising,0.2702
29-06-2021,Product Management,0.4196
29-06-2021,Retail Staff,0.3536
29-06-2021,Sales,0.2534
29-06-2021,Security,0.4962
29-06-2021,Skilled Trades,0.4136
29-06-2021,Supply Chain Staff,0.372
29-06-2021,Unassigned,0.1538
30-06-2021,Customer Service,0.2747
30-06-2021,Entertainment and Recreation,0.2455
30-06-2021,Facilities/Constr,0.271
30-06-2021,Finance/Insurance,0.2651
30-06-2021,Food & Beverage,0.3919
30-06-2021,Healthcare,0.2582
30-06-2021,Hospitality Staff,0.2686
30-06-2021,Human Resources,0.1892
30-06-2021,IT,0.0974
30-06-2021,Manufacturing/Operations Staff,0.2603
30-06-2021,Marketing/Advertising,0.2059
30-06-2021,Product Management,0.3396
30-06-2021,Retail Staff,0.2653
30-06-2021,Sales,0.1917
30-06-2021,Security,0.3787
30-06-2021,Skilled Trades,0.3163
30-06-2021,Supply Chain Staff,0.2949
30-06-2021,Unassigned,0.1204
01-07-2021,Customer Service,0.1839
01-07-2021,Entertainment and Recreation,0.1802
01-07-2021,Facilities/Constr,0.2023
01-07-2021,Finance/Insurance,0.1941
01-07-2021,Food & Beverage,0.281
01-07-2021,Healthcare,0.185
01-07-2021,Hospitality Staff,0.1873
01-07-2021,Human Resources,0.1413
01-07-2021,IT,0.0713
01-07-2021,Manufacturing/Operations Staff,0.1862
01-07-2021,Marketing/Advertising,0.1548
01-07-2021,Product Management,0.2783
01-07-2021,Retail Staff,0.1763
01-07-2021,Sales,0.1404
01-07-2021,Security,0.2712
01-07-2021,Skilled Trades,0.2302
01-07-2021,Supply Chain Staff,0.2102
01-07-2021,Unassigned,0.0857
02-07-2021,Customer Service,0.1045
02-07-2021,Entertainment and Recreation,0.1179
02-07-2021,Facilities/Constr,0.128
02-07-2021,Finance/Insurance,0.1166
02-07-2021,Food & Beverage,0.1892
02-07-2021,Healthcare,0.1127
02-07-2021,Hospitality Staff,0.1148
02-07-2021,Human Resources,0.0858
02-07-2021,IT,0.0435
02-07-2021,Manufacturing/Operations Staff,0.1122
02-07-2021,Marketing/Advertising,0.0946
02-07-2021,Product Management,0.1529
02-07-2021,Retail Staff,0.1029
02-07-2021,Sales,0.0873
02-07-2021,Security,0.1689
02-07-2021,Skilled Trades,0.1348
02-07-2021,Supply Chain Staff,0.1308
02-07-2021,Unassigned,0.0506
03-07-2021,Customer Service,0.056
03-07-2021,Entertainment and Recreation,0.0803
03-07-2021,Facilities/Constr,0.082
03-07-2021,Finance/Insurance,0.0731
03-07-2021,Food & Beverage,0.1175
03-07-2021,Healthcare,0.0675
03-07-2021,Hospitality Staff,0.0816
03-07-2021,Human Resources,0.0534
03-07-2021,IT,0.0289
03-07-2021,Manufacturing/Operations Staff,0.0781
03-07-2021,Marketing/Advertising,0.0627
03-07-2021,Product Management,0.08
03-07-2021,Retail Staff,0.0545
03-07-2021,Sales,0.0497
03-07-2021,Security,0.1119
03-07-2021,Skilled Trades,0.0808
03-07-2021,Supply Chain Staff,0.0859
03-07-2021,Unassigned,0.0305
04-07-2021,Customer Service,0.0504
04-07-2021,Entertainment and Recreation,0.0693
04-07-2021,Facilities/Constr,0.073
04-07-2021,Finance/Insurance,0.0586
04-07-2021,Food & Beverage,0.0969
04-07-2021,Healthcare,0.0549
04-07-2021,Hospitality Staff,0.0676
04-07-2021,Human Resources,0.0466
04-07-2021,IT,0.025
04-07-2021,Manufacturing/Operations Staff,0.0698
04-07-2021,Marketing/Advertising,0.0551
04-07-2021,Product Management,0.0701
04-07-2021,Retail Staff,0.0445
04-07-2021,Sales,0.0415
04-07-2021,Security,0.0971
04-07-2021,Skilled Trades,0.067
04-07-2021,Supply Chain Staff,0.0763
04-07-2021,Unassigned,0.0252
05-07-2021,Customer Service,0.0509
05-07-2021,Entertainment and Recreation,0.0681
05-07-2021,Facilities/Constr,0.0704
05-07-2021,Finance/Insurance,0.0607
05-07-2021,Food & Beverage,0.1005
05-07-2021,Healthcare,0.0551
05-07-2021,Hospitality Staff,0.071
05-07-2021,Human Resources,0.045
05-07-2021,IT,0.0246
05-07-2021,Manufacturing/Operations Staff,0.069
05-07-2021,Marketing/Advertising,0.0557
05-07-2021,Product Management,0.0699
05-07-2021,Retail Staff,0.0487
05-07-2021,Sales,0.0411
05-07-2021,Security,0.0989
05-07-2021,Skilled Trades,0.0682
05-07-2021,Supply Chain Staff,0.0757
05-07-2021,Unassigned,0.025
06-07-2021,Customer Service,0.0487
06-07-2021,Entertainment and Recreation,0.0649
06-07-2021,Facilities/Constr,0.0686
06-07-2021,Finance/Insurance,0.0599
06-07-2021,Food & Beverage,0.0945
06-07-2021,Healthcare,0.053
06-07-2021,Hospitality Staff,0.0669
06-07-2021,Human Resources,0.0419
06-07-2021,IT,0.0232
06-07-2021,Manufacturing/Operations Staff,0.0627
06-07-2021,Marketing/Advertising,0.052
06-07-2021,Product Management,0.0741
06-07-2021,Retail Staff,0.0476
06-07-2021,Sales,0.041
06-07-2021,Security,0.0955
06-07-2021,Skilled Trades,0.0693
06-07-2021,Supply Chain Staff,0.0696
06-07-2021,Unassigned,0.0234
07-07-2021,Customer Service,0.0529
07-07-2021,Entertainment and Recreation,0.0667
07-07-2021,Facilities/Constr,0.0693
07-07-2021,Finance/Insurance,0.0609
07-07-2021,Food & Beverage,0.0953
07-07-2021,Healthcare,0.0525
07-07-2021,Hospitality Staff,0.0684
07-07-2021,Human Resources,0.0395
07-07-2021,IT,0.022
07-07-2021,Manufacturing/Operations Staff,0.0617
07-07-2021,Marketing/Advertising,0.0521
07-07-2021,Product Management,0.0825
07-07-2021,Retail Staff,0.0494
07-07-2021,Sales,0.0386
07-07-2021,Security,0.0939
07-07-2021,Skilled Trades,0.071
07-07-2021,Supply Chain Staff,0.0678
07-07-2021,Unassigned,0.0233
08-07-2021,Customer Service,0.0609
08-07-2021,Entertainment and Recreation,0.0715
08-07-2021,Facilities/Constr,0.0658
08-07-2021,Finance/Insurance,0.0679
08-07-2021,Food & Beverage,0.0991
08-07-2021,Healthcare,0.0575
08-07-2021,Hospitality Staff,0.0704
08-07-2021,Human Resources,0.046
08-07-2021,IT,0.0342
08-07-2021,Manufacturing/Operations Staff,0.0649
08-07-2021,Marketing/Advertising,0.0508
08-07-2021,Product Management,0.0609
08-07-2021,Retail Staff,0.0524
08-07-2021,Sales,0.0809
